"year","size","farmStay","habFact","ppue"
10,0.1,8,1,15.6742239763727
11,0.1,8,1,15.5015913463437
12,0.1,8,1,15.3545385213231
13,0.1,8,1,15.2301271680323
14,0.1,8,1,15.125444338195
15,0.1,8,1,15.0377406616062
16,0.1,8,1,14.7723203941335
17,0.1,8,1,14.714417752
18,0.1,8,1,14.6607035955424
19,0.1,8,1,14.618164669323
20,0.1,8,1,14.5825048055487
21,0.1,8,1,14.5533712362397
22,0.1,8,1,14.5292940124809
23,0.1,8,1,14.5095219227104
24,0.1,8,1,14.4932390917257
25,0.1,8,1,14.4798373113842
26,0.1,8,1,14.4687946696888
27,0.1,8,1,14.4596926499561
28,0.1,8,1,14.4521727473242
29,0.1,8,1,14.4459486131267
30,0.1,8,1,14.4407893869168
31,0.1,8,1,14.4365082611088
32,0.1,8,1,14.4329530895769
33,0.1,8,1,14.429999422557
34,0.1,8,1,14.4275449550177
35,0.1,8,1,14.4255052224639
36,0.1,8,1,14.4238102612091
37,0.1,8,1,14.4224019864227
38,0.1,8,1,14.4212321000579
39,0.1,8,1,14.4202604076848
40,0.1,8,1,14.4194534481227
41,0.1,8,1,14.4187833690701
42,0.1,8,1,14.4182270292309
43,0.1,8,1,14.4177651564942
44,0.1,8,1,14.4173817304538
45,0.1,8,1,14.4170634349113
46,0.1,8,1,14.4167992073321
47,0.1,8,1,14.416579860135
48,0.1,8,1,14.4163977654037
49,0.1,8,1,14.4162465914771
50,0.1,8,1,14.4161210833869
2,0.1,8,2,18.1042974803516
3,0.1,8,2,17.71653092808
4,0.1,8,2,17.3434447503972
5,0.1,8,2,16.991315296066
6,0.1,8,2,16.6656571382512
7,0.1,8,2,16.3702117210169
8,0.1,8,2,16.1067267225085
9,0.1,8,2,15.8751848059602
10,0.1,8,2,15.6742239763727
11,0.1,8,2,15.5015913463437
12,0.1,8,2,15.3545385213231
13,0.1,8,2,15.2301271680323
14,0.1,8,2,15.125444338195
15,0.1,8,2,15.0377406616062
16,0.1,8,2,14.7020255279281
17,0.1,8,2,14.6449193474695
18,0.1,8,2,14.5901139480226
19,0.1,8,2,14.5488484026985
20,0.1,8,2,14.5141122650011
21,0.1,8,2,14.4865975843135
22,0.1,8,2,14.4641160501276
23,0.1,8,2,14.4460152627014
24,0.1,8,2,14.4312897268644
25,0.1,8,2,14.4193330041344
26,0.1,8,2,14.409575787849
27,0.1,8,2,14.4016027868396
28,0.1,8,2,14.3950561749708
29,0.1,8,2,14.3896622045544
30,0.1,8,2,14.3852038464741
31,0.1,8,2,14.3815108955851
32,0.1,8,2,14.3784470567142
33,0.1,8,2,14.3759028295788
34,0.1,8,2,14.3737891062447
35,0.1,8,2,14.3720328656844
36,0.1,8,2,14.370573808403
37,0.1,8,2,14.369361925124
38,0.1,8,2,14.3683555966917
39,0.1,8,2,14.3675201289974
40,0.1,8,2,14.3668265676467
41,0.1,8,2,14.3662507005046
42,0.1,8,2,14.3657727666673
43,0.1,8,2,14.3653762281026
44,0.1,8,2,14.3650472943777
45,0.1,8,2,14.3647744753479
46,0.1,8,2,14.364548213644
47,0.1,8,2,14.364360566389
48,0.1,8,2,14.3642049388831
49,0.1,8,2,14.3640758605476
50,0.1,8,2,14.3639687954565
2,0.1,8,3,18.1042974803516
3,0.1,8,3,17.71653092808
4,0.1,8,3,17.3434447503972
5,0.1,8,3,16.991315296066
6,0.1,8,3,16.6656571382512
7,0.1,8,3,16.3702117210169
8,0.1,8,3,16.1067267225085
9,0.1,8,3,15.8751848059602
10,0.1,8,3,15.6742239763727
11,0.1,8,3,15.5015913463437
12,0.1,8,3,15.3545385213231
13,0.1,8,3,15.2301271680323
14,0.1,8,3,15.125444338195
15,0.1,8,3,15.0377406616062
16,0.1,8,3,14.6448804257276
17,0.1,8,3,14.5889170796523
18,0.1,8,3,14.5354365335259
19,0.1,8,3,14.4957520596592
20,0.1,8,3,14.4626694597276
21,0.1,8,3,14.4368062260968
22,0.1,8,3,14.4158904784388
23,0.1,8,3,14.399232221308
24,0.1,8,3,14.3858049176157
25,0.1,8,3,14.374995835178
26,0.1,8,3,14.3662397909475
27,0.1,8,3,14.3591310160241
28,0.1,8,3,14.3533250769677
29,0.1,8,3,14.348561412175
30,0.1,8,3,14.3446366425991
31,0.1,8,3,14.3413935584165
32,0.1,8,3,14.33870784394
33,0.1,8,3,14.336480687242
34,0.1,8,3,14.3346323613907
35,0.1,8,3,14.3330979466043
36,0.1,8,3,14.3318240743965
37,0.1,8,3,14.3307666185941
38,0.1,8,3,14.3298889284561
39,0.1,8,3,14.3291604867949
40,0.1,8,3,14.3285558313489
41,0.1,8,3,14.328053620166
42,0.1,8,3,14.3276367854682
43,0.1,8,3,14.3272909774675
44,0.1,8,3,14.3270041977941
45,0.1,8,3,14.3267664275217
46,0.1,8,3,14.3265693210063
47,0.1,8,3,14.3264059349361
48,0.1,8,3,14.326270500757
49,0.1,8,3,14.326158232671
50,0.1,8,3,14.3260651630836
2,0.1,8,4,18.1042974803516
3,0.1,8,4,17.71653092808
4,0.1,8,4,17.3434447503972
5,0.1,8,4,16.991315296066
6,0.1,8,4,16.6656571382512
7,0.1,8,4,16.3702117210169
8,0.1,8,4,16.1067267225085
9,0.1,8,4,15.8751848059602
10,0.1,8,4,15.6742239763727
11,0.1,8,4,15.5015913463437
12,0.1,8,4,15.3545385213231
13,0.1,8,4,15.2301271680323
14,0.1,8,4,15.125444338195
15,0.1,8,4,15.0377406616062
16,0.1,8,4,14.6926561030291
17,0.1,8,4,14.6365638889013
18,0.1,8,4,14.5857789606624
19,0.1,8,4,14.5474223444827
20,0.1,8,4,14.515892157651
21,0.1,8,4,14.4910643410752
22,0.1,8,4,14.4708420676162
23,0.1,8,4,14.4546387262621
24,0.1,8,4,14.4415287212147
25,0.1,8,4,14.4309474134057
26,0.1,8,4,14.4223719641947
27,0.1,8,4,14.4154190021056
28,0.1,8,4,14.4097544503037
29,0.1,8,4,14.4051237231334
30,0.1,8,4,14.4013251611514
31,0.1,8,4,14.3982012605449
32,0.1,8,4,14.3956266375458
33,0.1,8,4,14.3935014168564
34,0.1,8,4,14.3917451056821
35,0.1,8,4,14.3902924718831
36,0.1,8,4,14.3890902721351
37,0.1,8,4,14.3880948659034
38,0.1,8,4,14.3872703309823
39,0.1,8,4,14.3865870029544
40,0.1,8,4,14.386020286113
41,0.1,8,4,14.3855496292423
42,0.1,8,4,14.3851590493619
43,0.1,8,4,14.3848350834321
44,0.1,8,4,14.384566487194
45,0.1,8,4,14.3843438727068
46,0.1,8,4,14.3841594181494
47,0.1,8,4,14.3840066114041
48,0.1,8,4,14.3838800379762
49,0.1,8,4,14.3837752026606
50,0.1,8,4,14.3836883763022
2,0.1,9,1,18.1042974803516
3,0.1,9,1,17.71653092808
4,0.1,9,1,17.3434447503972
5,0.1,9,1,16.991315296066
6,0.1,9,1,16.6656571382512
7,0.1,9,1,16.3702117210169
8,0.1,9,1,16.1067267225085
9,0.1,9,1,15.8751848059602
10,0.1,9,1,15.6742239763727
11,0.1,9,1,15.5015913463437
12,0.1,9,1,15.3545385213231
13,0.1,9,1,15.2301271680323
14,0.1,9,1,15.125444338195
15,0.1,9,1,15.0377406616062
16,0.1,9,1,14.7723203941335
17,0.1,9,1,14.7144192313513
18,0.1,9,1,14.6611954443092
19,0.1,9,1,14.6199257854159
20,0.1,9,1,14.5851723806554
21,0.1,9,1,14.5568154330423
22,0.1,9,1,14.5331917105971
23,0.1,9,1,14.513641690812
24,0.1,9,1,14.4974218049673
25,0.1,9,1,14.4840009457019
26,0.1,9,1,14.4729003147123
27,0.1,9,1,14.4637310265471
28,0.1,9,1,14.4561483475975
29,0.1,9,1,14.4498718705412
30,0.1,9,1,14.4446719616658
31,0.1,9,1,14.4403609401339
32,0.1,9,1,14.4367848354952
33,0.1,9,1,14.4338171865979
34,0.1,9,1,14.4313538136407
35,0.1,9,1,14.429308676964
36,0.1,9,1,14.4276105823918
37,0.1,9,1,14.4262005470937
38,0.1,9,1,14.4250296604757
39,0.1,9,1,14.4240573412232
40,0.1,9,1,14.4232499062418
41,0.1,9,1,14.4225793930583
42,0.1,9,1,14.4220226240309
43,0.1,9,1,14.4215603157994
44,0.1,9,1,14.4211764506819
45,0.1,9,1,14.4208577222118
46,0.1,9,1,14.4205930797937
47,0.1,9,1,14.4203733462823
48,0.1,9,1,14.4201909014014
49,0.1,9,1,14.4200394177561
50,0.1,9,1,14.4199136414677
2,0.1,9,2,18.1042974803516
3,0.1,9,2,17.71653092808
4,0.1,9,2,17.3434447503972
5,0.1,9,2,16.991315296066
6,0.1,9,2,16.6656571382512
7,0.1,9,2,16.3702117210169
8,0.1,9,2,16.1067267225085
9,0.1,9,2,15.8751848059602
10,0.1,9,2,15.6742239763727
11,0.1,9,2,15.5015913463437
12,0.1,9,2,15.3545385213231
13,0.1,9,2,15.2301271680323
14,0.1,9,2,15.125444338195
15,0.1,9,2,15.0377406616062
16,0.1,9,2,14.7438698586973
17,0.1,9,2,14.6866136573396
18,0.1,9,2,14.6342968503749
19,0.1,9,2,14.5942028516717
20,0.1,9,2,14.5607312493939
21,0.1,9,2,14.5337941328482
22,0.1,9,2,14.5115254538868
23,0.1,9,2,14.4933013245357
24,0.1,9,2,14.4783054254416
25,0.1,9,2,14.4660021386023
26,0.1,9,2,14.4558952151403
27,0.1,9,2,14.4475999157068
28,0.1,9,2,14.4407751181922
29,0.1,9,2,14.4351504847413
30,0.1,9,2,14.4305068567937
31,0.1,9,2,14.4266681331768
32,0.1,9,2,14.4234913094564
33,0.1,9,2,14.4208602265905
34,0.1,9,2,14.4186799125795
35,0.1,9,2,14.4168724526538
36,0.1,9,2,14.4153736779783
37,0.1,9,2,14.4141306260058
38,0.1,9,2,14.4130994939512
39,0.1,9,2,14.4122440044984
40,0.1,9,2,14.4115340662962
41,0.1,9,2,14.4109446536803
42,0.1,9,2,14.4104554511106
43,0.1,9,2,14.4100494929076
44,0.1,9,2,14.4097126657015
45,0.1,9,2,14.4094332289788
46,0.1,9,2,14.4092014251329
47,0.1,9,2,14.4090091466297
48,0.1,9,2,14.4088496604046
49,0.1,9,2,14.4087173775652
50,0.1,9,2,14.4086076600137
2,0.1,9,3,18.1042974803516
3,0.1,9,3,17.71653092808
4,0.1,9,3,17.3434447503972
5,0.1,9,3,16.991315296066
6,0.1,9,3,16.6656571382512
7,0.1,9,3,16.3702117210169
8,0.1,9,3,16.1067267225085
9,0.1,9,3,15.8751848059602
10,0.1,9,3,15.6742239763727
11,0.1,9,3,15.5015913463437
12,0.1,9,3,15.3545385213231
13,0.1,9,3,15.2301271680323
14,0.1,9,3,15.125444338195
15,0.1,9,3,15.0377406616062
16,0.1,9,3,14.7224243279782
17,0.1,9,3,14.665667758233
18,0.1,9,3,14.6140720370071
19,0.1,9,3,14.5750164062643
20,0.1,9,3,14.5427652709516
21,0.1,9,3,14.5170661508078
22,0.1,9,3,14.4960078442476
23,0.1,9,3,14.4788990814895
24,0.1,9,3,14.4649270934685
25,0.1,9,3,14.4535392064726
26,0.1,9,3,14.4442442224774
27,0.1,9,3,14.4366589787226
28,0.1,9,3,14.4304500932181
29,0.1,9,3,14.425354667658
30,0.1,9,3,14.421162885821
31,0.1,9,3,14.4177077260502
32,0.1,9,3,14.4148551779414
33,0.1,9,3,14.4124973381687
34,0.1,9,3,14.4105467167696
35,0.1,9,3,14.4089319711703
36,0.1,9,3,14.4075946435042
37,0.1,9,3,14.4064866659745
38,0.1,9,3,14.4055684011934
39,0.1,9,3,14.4048070877644
40,0.1,9,3,14.4041755749669
41,0.1,9,3,14.4036512442785
42,0.1,9,3,14.4032161321469
43,0.1,9,3,14.402855174895
44,0.1,9,3,14.402555820353
45,0.1,9,3,14.4023076096538
46,0.1,9,3,14.4021018414682
47,0.1,9,3,14.4019312800013
48,0.1,9,3,14.4017899133944
49,0.1,9,3,14.4016727514471
50,0.1,9,3,14.4015756537898
2,0.1,9,4,18.1042974803516
3,0.1,9,4,17.71653092808
4,0.1,9,4,17.3434447503972
5,0.1,9,4,16.991315296066
6,0.1,9,4,16.6656571382512
7,0.1,9,4,16.3702117210169
8,0.1,9,4,16.1067267225085
9,0.1,9,4,15.8751848059602
10,0.1,9,4,15.6742239763727
11,0.1,9,4,15.5015913463437
12,0.1,9,4,15.3545385213231
13,0.1,9,4,15.2301271680323
14,0.1,9,4,15.125444338195
15,0.1,9,4,15.0377406616062
16,0.1,9,4,14.5563821490421
17,0.1,9,4,14.4983015327228
18,0.1,9,4,14.4473939062665
19,0.1,9,4,14.4090495857088
20,0.1,9,4,14.3785293020962
21,0.1,9,4,14.3549695661012
22,0.1,9,4,14.3364289765417
23,0.1,9,4,14.3218998137133
24,0.1,9,4,14.3104256391216
25,0.1,9,4,14.3013322480908
26,0.1,9,4,14.2940776232267
27,0.1,9,4,14.2882599731204
28,0.1,9,4,14.283557539046
29,0.1,9,4,14.2797278152849
30,0.1,9,4,14.27658905656
31,0.1,9,4,14.2740041222818
32,0.1,9,4,14.271867778933
33,0.1,9,4,14.2700981326414
34,0.1,9,4,14.2686303128179
35,0.1,9,4,14.2674120834651
36,0.1,9,4,14.2664008021384
37,0.1,9,4,14.2655613105574
38,0.1,9,4,14.2648644214914
39,0.1,9,4,14.264285808021
40,0.1,9,4,14.2638051470695
41,0.1,9,4,14.2634053959926
42,0.1,9,4,14.2630733399354
43,0.1,9,4,14.2627977561295
44,0.1,9,4,14.2625691886769
45,0.1,9,4,14.2623797014975
46,0.1,9,4,14.2622226583856
47,0.1,9,4,14.2620925236432
48,0.1,9,4,14.2619846903785
49,0.1,9,4,14.261895334397
50,0.1,9,4,14.2618212850387
2,0.1,10,1,18.1042974803516
3,0.1,10,1,17.71653092808
4,0.1,10,1,17.3434447503972
5,0.1,10,1,16.991315296066
6,0.1,10,1,16.6656571382512
7,0.1,10,1,16.3702117210169
8,0.1,10,1,16.1067267225085
9,0.1,10,1,15.8751848059602
10,0.1,10,1,15.6742239763727
11,0.1,10,1,15.5015913463437
12,0.1,10,1,15.3545385213231
13,0.1,10,1,15.2301271680323
14,0.1,10,1,15.125444338195
15,0.1,10,1,15.0377406616062
16,0.1,10,1,14.7723203941335
17,0.1,10,1,14.7077089958586
18,0.1,10,1,14.6498456016489
19,0.1,10,1,14.605003636621
20,0.1,10,1,14.5677455105699
21,0.1,10,1,14.5378406775626
22,0.1,10,1,14.5133007510829
23,0.1,10,1,14.4933375468519
24,0.1,10,1,14.4770032826158
25,0.1,10,1,14.4636497910505
26,0.1,10,1,14.4526996961101
27,0.1,10,1,14.4437081983338
28,0.1,10,1,14.4362945715174
29,0.1,10,1,14.4301623340549
30,0.1,10,1,14.4250759029641
31,0.1,10,1,14.4208487762698
32,0.1,10,1,14.4173312386763
33,0.1,10,1,14.414402345361
34,0.1,10,1,14.4119632563753
35,0.1,10,1,14.4099325200171
36,0.1,10,1,14.4082425118855
37,0.1,10,1,14.4068368314888
38,0.1,10,1,14.4056682990179
39,0.1,10,1,14.4046974043742
40,0.1,10,1,14.4038910615077
41,0.1,10,1,14.4032215920275
42,0.1,10,1,14.4026659417372
43,0.1,10,1,14.4022048462664
44,0.1,10,1,14.401822257246
45,0.1,10,1,14.4015048184985
46,0.1,10,1,14.40124142948
47,0.1,10,1,14.4010228722959
48,0.1,10,1,14.4008414988064
49,0.1,10,1,14.400690966617
50,0.1,10,1,14.4005660177043
2,0.1,10,2,18.1042974803516
3,0.1,10,2,17.71653092808
4,0.1,10,2,17.3434447503972
5,0.1,10,2,16.991315296066
6,0.1,10,2,16.6656571382512
7,0.1,10,2,16.3702117210169
8,0.1,10,2,16.1067267225085
9,0.1,10,2,15.8751848059602
10,0.1,10,2,15.6742239763727
11,0.1,10,2,15.5015913463437
12,0.1,10,2,15.3545385213231
13,0.1,10,2,15.2301271680323
14,0.1,10,2,15.125444338195
15,0.1,10,2,15.0377406616062
16,0.1,10,2,14.6844972704854
17,0.1,10,2,14.6243361662082
18,0.1,10,2,14.5700453636613
19,0.1,10,2,14.5281958273746
20,0.1,10,2,14.4938572384813
21,0.1,10,2,14.466567317394
22,0.1,10,2,14.4444942336855
23,0.1,10,2,14.4267379869593
24,0.1,10,2,14.4123676227199
25,0.1,10,2,14.4007249070525
26,0.1,10,2,14.3912528438863
27,0.1,10,2,14.3835265025137
28,0.1,10,2,14.37719212718
29,0.1,10,2,14.3719765645251
30,0.1,10,2,14.367666780389
31,0.1,10,2,14.3640962040575
32,0.1,10,2,14.3611326781461
33,0.1,10,2,14.3586704111155
34,0.1,10,2,14.3566236490051
35,0.1,10,2,14.3549221803748
36,0.1,10,2,14.3535080290341
37,0.1,10,2,14.3523330518282
38,0.1,10,2,14.3513571186449
39,0.1,10,2,14.3505467166394
40,0.1,10,2,14.3498738389182
41,0.1,10,2,14.3493150622001
42,0.1,10,2,14.3488512813681
43,0.1,10,2,14.3484664852845
44,0.1,10,2,14.3481473021732
45,0.1,10,2,14.3478825832675
46,0.1,10,2,14.3476630500773
47,0.1,10,2,14.3474809900609
48,0.1,10,2,14.3473299996261
49,0.1,10,2,14.3472047675561
50,0.1,10,2,14.3471008909786
2,0.1,10,3,18.1042974803516
3,0.1,10,3,17.71653092808
4,0.1,10,3,17.3434447503972
5,0.1,10,3,16.991315296066
6,0.1,10,3,16.6656571382512
7,0.1,10,3,16.3702117210169
8,0.1,10,3,16.1067267225085
9,0.1,10,3,15.8751848059602
10,0.1,10,3,15.6742239763727
11,0.1,10,3,15.5015913463437
12,0.1,10,3,15.3545385213231
13,0.1,10,3,15.2301271680323
14,0.1,10,3,15.125444338195
15,0.1,10,3,15.0377406616062
16,0.1,10,3,14.7145266120263
17,0.1,10,3,14.6579332172606
18,0.1,10,3,14.6064717888945
19,0.1,10,3,14.5672476049013
20,0.1,10,3,14.534745921935
21,0.1,10,3,14.5088997132405
22,0.1,10,3,14.4876977824693
23,0.1,10,3,14.4705596405506
24,0.1,10,3,14.4565880625675
25,0.1,10,3,14.4452293298764
26,0.1,10,3,14.4359653453261
27,0.1,10,3,14.4284105601518
28,0.1,10,3,14.4222259201713
29,0.1,10,3,14.4171496210601
30,0.1,10,3,14.4129719274027
31,0.1,10,3,14.4095271049542
32,0.1,10,3,14.4066819221753
33,0.1,10,3,14.4043292928942
34,0.1,10,3,14.4023822873494
35,0.1,10,3,14.4007700339502
36,0.1,10,3,14.3994344171994
37,0.1,10,3,14.3983276309077
38,0.1,10,3,14.3974102209932
39,0.1,10,3,14.3966495514066
40,0.1,10,3,14.39601855041
41,0.1,10,3,14.3954946470648
42,0.1,10,3,14.3950598963491
43,0.1,10,3,14.3946992496337
44,0.1,10,3,14.3944001640035
45,0.1,10,3,14.3941521872471
46,0.1,10,3,14.3939466223373
47,0.1,10,3,14.3937762365485
48,0.1,10,3,14.3936350204923
49,0.1,10,3,14.3935179861726
50,0.1,10,3,14.3934209954925
2,0.1,10,4,18.1042974803516
3,0.1,10,4,17.71653092808
4,0.1,10,4,17.3434447503972
5,0.1,10,4,16.991315296066
6,0.1,10,4,16.6656571382512
7,0.1,10,4,16.3702117210169
8,0.1,10,4,16.1067267225085
9,0.1,10,4,15.8751848059602
10,0.1,10,4,15.6742239763727
11,0.1,10,4,15.5015913463437
12,0.1,10,4,15.3545385213231
13,0.1,10,4,15.2301271680323
14,0.1,10,4,15.125444338195
15,0.1,10,4,15.0377406616062
16,0.1,10,4,14.6588219907378
17,0.1,10,4,14.6034608239835
18,0.1,10,4,14.552592223464
19,0.1,10,4,14.5136782652043
20,0.1,10,4,14.4818879322608
21,0.1,10,4,14.4567348800767
22,0.1,10,4,14.4364648513451
23,0.1,10,4,14.4202989148132
24,0.1,10,4,14.4073080428206
25,0.1,10,4,14.3968572279143
26,0.1,10,4,14.3884131834106
27,0.1,10,4,14.3815729272944
28,0.1,10,4,14.3760028881418
29,0.1,10,4,14.37144694435
30,0.1,10,4,14.3677062672405
31,0.1,10,4,14.3646259116763
32,0.1,10,4,14.3620835547394
33,0.1,10,4,14.35998185663
34,0.1,10,4,14.3582425508095
35,0.1,10,4,14.3568021566302
36,0.1,10,4,14.3556088017522
37,0.1,10,4,14.354619861087
38,0.1,10,4,14.3538001505689
39,0.1,10,4,14.3531205230519
40,0.1,10,4,14.352556734617
41,0.1,10,4,14.3520884623627
42,0.1,10,4,14.3516998365518
43,0.1,10,4,14.3513774845472
44,0.1,10,4,14.3511102256707
45,0.1,10,4,14.3508887195689
46,0.1,10,4,14.3507051805257
47,0.1,10,4,14.3505531260627
48,0.1,10,4,14.3504271662265
49,0.1,10,4,14.3503228270931
50,0.1,10,4,14.3502363982419
2,0.2,1,1,18.1042974803516
3,0.2,1,1,17.71653092808
4,0.2,1,1,17.3434447503972
5,0.2,1,1,16.991315296066
6,0.2,1,1,16.6656571382512
7,0.2,1,1,16.3702117210169
8,0.2,1,1,16.1067267225085
9,0.2,1,1,15.8751848059602
10,0.2,1,1,15.6742239763727
11,0.2,1,1,15.5015913463437
12,0.2,1,1,15.3545385213231
13,0.2,1,1,15.2301271680323
14,0.2,1,1,15.125444338195
15,0.2,1,1,15.0377406616062
16,0.2,1,1,14.5321210346204
17,0.2,1,1,14.4760287245265
18,0.2,1,1,14.4159110297521
19,0.2,1,1,14.3725034134642
20,0.2,1,1,14.3353299353937
21,0.2,1,1,14.3059434008828
22,0.2,1,1,14.2816134177827
23,0.2,1,1,14.2618913325462
24,0.2,1,1,14.2457151992653
25,0.2,1,1,14.2325033944389
26,0.2,1,1,14.2216632899566
27,0.2,1,1,14.2127658270344
28,0.2,1,1,14.2054295946495
29,0.2,1,1,14.1993628767245
30,0.2,1,1,14.1943313858998
31,0.2,1,1,14.1901506938967
32,0.2,1,1,14.1866722852457
33,0.2,1,1,14.1837763938963
34,0.2,1,1,14.1813650571724
35,0.2,1,1,14.1793575987445
36,0.2,1,1,14.1776870376781
37,0.2,1,1,14.1762975397417
38,0.2,1,1,14.1751424170823
39,0.2,1,1,14.1741825925016
40,0.2,1,1,14.1733853570521
41,0.2,1,1,14.1727233604106
42,0.2,1,1,14.1721738610281
43,0.2,1,1,14.1717178250874
44,0.2,1,1,14.1713393999507
45,0.2,1,1,14.1710253889432
46,0.2,1,1,14.1707648236148
47,0.2,1,1,14.1705485942217
48,0.2,1,1,14.1703691414412
49,0.2,1,1,14.1702201955633
50,0.2,1,1,14.1700965579775
2,0.2,1,2,18.1042974803516
3,0.2,1,2,17.71653092808
4,0.2,1,2,17.3434447503972
5,0.2,1,2,16.991315296066
6,0.2,1,2,16.6656571382512
7,0.2,1,2,16.3702117210169
8,0.2,1,2,16.1067267225085
9,0.2,1,2,15.8751848059602
10,0.2,1,2,15.6742239763727
11,0.2,1,2,15.5015913463437
12,0.2,1,2,15.3545385213231
13,0.2,1,2,15.2301271680323
14,0.2,1,2,15.125444338195
15,0.2,1,2,15.0377406616062
16,0.2,1,2,14.4722561330349
17,0.2,1,2,14.4209044411314
18,0.2,1,2,14.3657282663833
19,0.2,1,2,14.3254983014629
20,0.2,1,2,14.2917046445945
21,0.2,1,2,14.2649836968795
22,0.2,1,2,14.2431494342862
23,0.2,1,2,14.2255550819148
24,0.2,1,2,14.2112569714035
25,0.2,1,2,14.1996532314518
26,0.2,1,2,14.190201187708
27,0.2,1,2,14.1824915579228
28,0.2,1,2,14.1761746399741
29,0.2,1,2,14.1709802859862
30,0.2,1,2,14.1666952641248
31,0.2,1,2,14.1631520451506
32,0.2,1,2,14.1602170458152
33,0.2,1,2,14.1577831704208
34,0.2,1,2,14.155763592316
35,0.2,1,2,14.1540873586886
36,0.2,1,2,14.1526960569043
37,0.2,1,2,14.1515413673853
38,0.2,1,2,14.1505831738466
39,0.2,1,2,14.1497880994518
40,0.2,1,2,14.1491283286503
41,0.2,1,2,14.1485806005558
42,0.2,1,2,14.1481261379185
43,0.2,1,2,14.1477491846039
44,0.2,1,2,14.1474366011639
45,0.2,1,2,14.1471774384528
46,0.2,1,2,14.1469625885752
47,0.2,1,2,14.146784482296
48,0.2,1,2,14.1466368353234
49,0.2,1,2,14.1465144353087
50,0.2,1,2,14.1464129610276
2,0.2,1,3,18.1042974803516
3,0.2,1,3,17.71653092808
4,0.2,1,3,17.3434447503972
5,0.2,1,3,16.991315296066
6,0.2,1,3,16.6656571382512
7,0.2,1,3,16.3702117210169
8,0.2,1,3,16.1067267225085
9,0.2,1,3,15.8751848059602
10,0.2,1,3,15.6742239763727
11,0.2,1,3,15.5015913463437
12,0.2,1,3,15.3545385213231
13,0.2,1,3,15.2301271680323
14,0.2,1,3,15.125444338195
15,0.2,1,3,15.0377406616062
16,0.2,1,3,14.3031210478529
17,0.2,1,3,14.2474532227717
18,0.2,1,3,14.1910104961204
19,0.2,1,3,14.1510834072269
20,0.2,1,3,14.1184760110709
21,0.2,1,3,14.0940320404909
22,0.2,1,3,14.0749680448105
23,0.2,1,3,14.0604186837948
24,0.2,1,3,14.0491293807059
25,0.2,1,3,14.040369433343
26,0.2,1,3,14.033488257071
27,0.2,1,3,14.028043024422
28,0.2,1,3,14.0236787922905
29,0.2,1,3,14.0201420672771
30,0.2,1,3,14.0172473126087
31,0.2,1,3,14.0148607533521
32,0.2,1,3,14.0128827949438
33,0.2,1,3,14.0112383348939
34,0.2,1,3,14.009868996137
35,0.2,1,3,14.0087283215412
36,0.2,1,3,14.0077784506322
37,0.2,1,3,14.0069880304521
38,0.2,1,3,14.0063307944565
39,0.2,1,3,14.0057846038873
40,0.2,1,3,14.0053307314852
41,0.2,1,3,14.0049532405831
42,0.2,1,3,14.0046398278452
43,0.2,1,3,14.0043799420648
44,0.2,1,3,14.0041646411236
45,0.2,1,3,14.0039863845377
46,0.2,1,3,14.0038388512838
47,0.2,1,3,14.0037167625643
48,0.2,1,3,14.0036157257803
49,0.2,1,3,14.0035320989421
50,0.2,1,3,14.0034628682493
2,0.2,1,4,18.1042974803516
3,0.2,1,4,17.71653092808
4,0.2,1,4,17.3434447503972
5,0.2,1,4,16.991315296066
6,0.2,1,4,16.6656571382512
7,0.2,1,4,16.3702117210169
8,0.2,1,4,16.1067267225085
9,0.2,1,4,15.8751848059602
10,0.2,1,4,15.6742239763727
11,0.2,1,4,15.5015913463437
12,0.2,1,4,15.3545385213231
13,0.2,1,4,15.2301271680323
14,0.2,1,4,15.125444338195
15,0.2,1,4,15.0377406616062
16,0.2,1,4,14.0391068644018
17,0.2,1,4,13.9807392488654
18,0.2,1,4,13.9254058805584
19,0.2,1,4,13.8892045254366
20,0.2,1,4,13.8619894739485
21,0.2,1,4,13.84393009496
22,0.2,1,4,13.8315011243882
23,0.2,1,4,13.8234298665708
24,0.2,1,4,13.8182139475116
25,0.2,1,4,13.8149571947942
26,0.2,1,4,13.8129500911662
27,0.2,1,4,13.8117406146506
28,0.2,1,4,13.811008540162
29,0.2,1,4,13.8105486489918
30,0.2,1,4,13.8102371880591
31,0.2,1,4,13.810005062569
32,0.2,1,4,13.8098157801153
33,0.2,1,4,13.8096520793623
34,0.2,1,4,13.8095067816393
35,0.2,1,4,13.8093773937479
36,0.2,1,4,13.8092630901221
37,0.2,1,4,13.8091632646617
38,0.2,1,4,13.8090769524855
39,0.2,1,4,13.8090027192405
40,0.2,1,4,13.8089387275785
41,0.2,1,4,13.8088827898627
42,0.2,1,4,13.8088350607173
43,0.2,1,4,13.8087949991869
44,0.2,1,4,13.8087617629309
45,0.2,1,4,13.8087344033228
46,0.2,1,4,13.8087119900188
47,0.2,1,4,13.8086936683661
48,0.2,1,4,13.808678690448
49,0.2,1,4,13.8086664294202
50,0.2,1,4,13.8086563709771
2,0.2,2,1,18.1042974803516
3,0.2,2,1,17.71653092808
4,0.2,2,1,17.3434447503972
5,0.2,2,1,16.991315296066
6,0.2,2,1,16.6656571382512
7,0.2,2,1,16.3702117210169
