"size","move","farmStay","habFact","ppue"
0.2,2,1,1,15.1177335678442
0.2,2,1,2,14.8560687622069
0.2,2,1,3,13.1386088911647
0.2,2,1,4,14.1232129447899
0.2,2,10,1,15.1198916210494
0.2,2,10,2,14.7823566965273
0.2,2,10,3,14.248946057113
0.2,2,10,4,13.7225641455726
0.2,2,20,1,15.10223772104
0.2,2,20,2,15.0108229878841
0.2,2,20,3,14.3681111051851
0.2,2,20,4,12.7241948282159
0.2,2,30,1,15.079890073945
0.2,2,30,2,14.9309045010382
0.2,2,30,3,14.6686106838942
0.2,2,30,4,12.8782686640604
0.2,2,40,1,15.1211592661702
0.2,2,40,2,14.799879606814
0.2,2,40,3,14.2122705479619
0.2,2,40,4,13.3220719410507
0.2,2,50,1,15.0128873324235
0.2,2,50,2,13.9183172519267
0.2,2,50,3,14.2499508066008
0.2,2,50,4,13.6525887354338
0.2,2,60,1,15.1364631656148
0.2,2,60,2,14.612243902307
0.2,2,60,3,13.8957892445882
0.2,2,60,4,14.4253382439543
0.2,2,70,1,15.10147781433
0.2,2,70,2,14.9240095634514
0.2,2,70,3,13.6750502000851
0.2,2,70,4,12.8153020437226
0.2,2,80,1,15.0749326594108
0.2,2,80,2,14.4040062570398
0.2,2,80,3,13.8451289544435
0.2,2,80,4,12.5630881495708
0.2,2,90,1,15.1580831081534
0.2,2,90,2,14.6354138674121
0.2,2,90,3,14.7775467825831
0.2,2,90,4,14.8494806068844
0.2,2,100,1,15.1547214965942
0.2,2,100,2,14.8415478497146
0.2,2,100,3,14.7883807286246
0.2,2,100,4,14.6479231184125
0.3,2,1,1,15.4181718287466
0.3,2,1,2,14.5631949377491
0.3,2,1,3,14.8392013650512
0.3,2,1,4,14.5659258730529
0.3,2,10,1,15.3833876353875
0.3,2,10,2,14.2008982545365
0.3,2,10,3,15.0585559806087
0.3,2,10,4,13.3381395545629
0.3,2,20,1,15.4224123247208
0.3,2,20,2,14.6489903569223
0.3,2,20,3,14.1621332619466
0.3,2,20,4,13.8825458330124
0.3,2,30,1,15.3659555214453
0.3,2,30,2,15.018479928875
0.3,2,30,3,14.1194237106886
0.3,2,30,4,15.2510559924133
0.3,2,40,1,15.451563385677
0.3,2,40,2,15.0621737426863
0.3,2,40,3,14.8568800951047
0.3,2,40,4,14.5388996289722
0.3,2,50,1,15.4149405315227
0.3,2,50,2,15.022399881839
0.3,2,50,3,14.1627216703744
0.3,2,50,4,13.6149165880867
0.3,2,60,1,15.4318024074103
0.3,2,60,2,14.7154955619709
0.3,2,60,3,14.6098044192091
0.3,2,60,4,13.9994078708555
0.3,2,70,1,15.318540111989
0.3,2,70,2,14.490612947531
0.3,2,70,3,14.2909127562582
0.3,2,70,4,14.155211799458
0.3,2,80,1,15.427953047022
0.3,2,80,2,14.5797548607846
0.3,2,80,3,14.5618554406758
0.3,2,80,4,14.3405416882867
0.3,2,90,1,15.2468327102556
0.3,2,90,2,14.5747253984187
0.3,2,90,3,14.4519520320622
0.3,2,90,4,13.8334429538246
0.3,2,100,1,15.336343588248
0.3,2,100,2,15.1223442919146
0.3,2,100,3,14.7992946849439
0.3,2,100,4,14.2427093859561
0.4,2,1,1,15.5500192136669
0.4,2,1,2,14.896512731711
0.4,2,1,3,11.9509861638095
0.4,2,1,4,13.8925450612125
0.4,2,10,1,15.6144184097392
0.4,2,10,2,14.8951505009872
0.4,2,10,3,14.5743720512137
0.4,2,10,4,14.1436100286121
0.4,2,20,1,15.7039237410075
0.4,2,20,2,14.7038857656349
0.4,2,20,3,13.2499842011109
0.4,2,20,4,12.9163783466119
0.4,2,30,1,15.6833046307368
0.4,2,30,2,14.9029410699676
0.4,2,30,3,14.9179409565398
0.4,2,30,4,14.0835257511851
0.4,2,40,1,15.6488869361547
0.4,2,40,2,15.0270427102029
0.4,2,40,3,14.2560908851962
0.4,2,40,4,13.1916275562044
0.4,2,50,1,15.6458085199201
0.4,2,50,2,15.3207259117388
0.4,2,50,3,14.2420053944736
0.4,2,50,4,14.8094292535606
0.4,2,60,1,15.7066974318458
0.4,2,60,2,14.8600878522897
0.4,2,60,3,14.2086319520062
0.4,2,60,4,11.1467413862969
0.4,2,70,1,15.6332122965443
0.4,2,70,2,15.2023744140455
0.4,2,70,3,14.7072746496266
0.4,2,70,4,11.8339370323194
0.4,2,80,1,15.4364139017651
0.4,2,80,2,14.9820825287514
0.4,2,80,3,15.6365373094043
0.4,2,80,4,13.5349946218318
0.4,2,90,1,15.7271955353187
0.4,2,90,2,15.3440359320076
0.4,2,90,3,14.2420053944736
0.4,2,90,4,14.6462700713639
0.4,2,100,1,15.709046094037
0.4,2,100,2,15.1209035207941
0.4,2,100,3,15.2923739853304
0.4,2,100,4,14.0515408227104
0.5,2,1,1,15.7772349765934
0.5,2,1,2,14.42275765361
0.5,2,1,3,15.4161445362208
0.5,2,1,4,12.9709487638059
0.5,2,10,1,16.1383016282236
0.5,2,10,2,15.2880079624439
0.5,2,10,3,13.4193236011494
0.5,2,10,4,14.9568649377564
0.5,2,20,1,16.1110944525567
0.5,2,20,2,14.7158119855659
0.5,2,20,3,14.587198052974
0.5,2,20,4,13.2271002300102
0.5,2,30,1,16.0898749515624
0.5,2,30,2,15.5878958472576
0.5,2,30,3,14.3689259988539
0.5,2,30,4,15.5607942708952
0.5,2,40,1,15.9272888439529
0.5,2,40,2,14.2413513900495
0.5,2,40,3,14.235939660931
0.5,2,40,4,15.0478124844245
0.5,2,50,1,15.7619572569525
0.5,2,50,2,14.1787864029359
0.5,2,50,3,15.1133273488083
0.5,2,50,4,13.3070621152819
0.5,2,60,1,15.8304098895604
0.5,2,60,2,15.3112629795954
0.5,2,60,3,14.574097994698
0.5,2,60,4,12.7042347673844
0.5,2,70,1,16.0570771443206
0.5,2,70,2,14.6271381010426
0.5,2,70,3,15.0817396983967
0.5,2,70,4,15.0186452667308
0.5,2,80,1,15.8923406396039
0.5,2,80,2,14.9676558359232
0.5,2,80,3,14.3794335725926
0.5,2,80,4,15.3418566717908
0.5,2,90,1,16.1272513941386
0.5,2,90,2,15.3437185562004
0.5,2,90,3,14.783424746717
0.5,2,90,4,14.0906149536514
0.5,2,100,1,16.0980657673258
0.5,2,100,2,14.7932977834612
0.5,2,100,3,14.873111119741
0.5,2,100,4,15.1357658212349
0.6,2,1,1,15.9705640461981
0.6,2,1,2,14.8202176130067
0.6,2,1,3,12.0888160328691
0.6,2,1,4,14.438739412162
0.6,2,10,1,16.2533664322449
0.6,2,10,2,15.3040729887335
0.6,2,10,3,14.7723522434198
0.6,2,10,4,13.8423125355066
0.6,2,20,1,16.0051761424335
0.6,2,20,2,15.2079716746464
0.6,2,20,3,16.0028096268299
0.6,2,20,4,15.08307675043
0.6,2,30,1,16.3970210315054
0.6,2,30,2,14.3062448056504
0.6,2,30,3,16.3878597471589
0.6,2,30,4,15.0637872235003
0.6,2,40,1,16.2308210752412
0.6,2,40,2,15.0916751917214
0.6,2,40,3,15.9422564516951
0.6,2,40,4,15.5070630919765
0.6,2,50,1,16.4824678324038
0.6,2,50,2,15.945068634332
0.6,2,50,3,15.4584217440832
0.6,2,50,4,14.7491117738084
0.6,2,60,1,16.430013990371
0.6,2,60,2,15.4662348469375
0.6,2,60,3,14.5197320338476
0.6,2,60,4,13.8132472605564
0.6,2,70,1,16.3185089612621
0.6,2,70,2,15.341688556469
0.6,2,70,3,15.7733600315888
0.6,2,70,4,11.2792391450232
0.6,2,80,1,15.9504480600767
0.6,2,80,2,14.506946769994
0.6,2,80,3,14.7504466350154
0.6,2,80,4,15.161010575537
0.6,2,90,1,15.8752977463436
0.6,2,90,2,16.2300263715303
0.6,2,90,3,14.9995900604886
0.6,2,90,4,14.9251431831351
0.6,2,100,1,16.0828276440959
0.6,2,100,2,15.3116169403753
0.6,2,100,3,15.9803814456806
0.6,2,100,4,13.8919419175347
0.7,2,1,1,16.4678914381047
0.7,2,1,2,14.9120392188988
0.7,2,1,3,14.0879688445742
0.7,2,1,4,13.5540040781403
0.7,2,10,1,16.422551720236
0.7,2,10,2,15.7179723945358
0.7,2,10,3,15.0066158817069
0.7,2,10,4,14.5534863337058
0.7,2,20,1,16.5522780647925
0.7,2,20,2,16.5533562998595
0.7,2,20,3,14.2165844268323
0.7,2,20,4,15.3869137934053
0.7,2,30,1,16.62011167629
0.7,2,30,2,15.353521558189
0.7,2,30,3,16.7380052629864
0.7,2,30,4,13.1502665083328
0.7,2,40,1,16.557546212541
0.7,2,40,2,16.4081684177785
0.7,2,40,3,12.6382792681889
0.7,2,40,4,15.3869137934053
0.7,2,50,1,16.3585117396458
0.7,2,50,2,15.9313893102993
0.7,2,50,3,16.0414781549848
0.7,2,50,4,13.8075229456698
0.7,2,60,1,16.4900017709331
0.7,2,60,2,14.847383611966
0.7,2,60,3,15.7733306733533
0.7,2,60,4,15.9187246310416
0.7,2,70,1,16.6365115456264
0.7,2,70,2,15.1708911055904
0.7,2,70,3,15.1767319058823
0.7,2,70,4,13.4118178547683
0.7,2,80,1,16.6989061990281
0.7,2,80,2,15.493577605084
0.7,2,80,3,14.8769124073465
0.7,2,80,4,15.966705417728
0.7,2,90,1,16.6584057852731
0.7,2,90,2,15.3827166216537
0.7,2,90,3,14.7787572689571
0.7,2,90,4,13.6374721045432
0.7,2,100,1,16.3623955816569
0.7,2,100,2,15.127531427218
0.7,2,100,3,16.2274064769494
0.7,2,100,4,13.006782433479
0,3,1,1,14.6085768790351
0,3,1,2,14.6085768790351
0,3,1,3,14.6085768790351
0,3,1,4,14.6085768790351
0,3,10,1,14.6085768790351
0,3,10,2,14.6085768790351
0,3,10,3,14.6085768790351
0,3,10,4,14.6085768790351
0,3,20,1,14.6085768790351
0,3,20,2,14.6085768790351
0,3,20,3,14.6085768790351
0,3,20,4,14.6085768790351
0,3,30,1,14.6085768790351
0,3,30,2,14.6085768790351
0,3,30,3,14.6085768790351
0,3,30,4,14.6085768790351
0,3,40,1,14.6085768790351
0,3,40,2,14.6085768790351
0,3,40,3,14.6085768790351
0,3,40,4,14.6085768790351
0,3,50,1,14.6085768790351
0,3,50,2,14.6085768790351
0,3,50,3,14.6085768790351
0,3,50,4,14.6085768790351
0,3,60,1,14.6085768790351
0,3,60,2,14.6085768790351
0,3,60,3,14.6085768790351
0,3,60,4,14.6085768790351
0,3,70,1,14.6085768790351
0,3,70,2,14.6085768790351
0,3,70,3,14.6085768790351
0,3,70,4,14.6085768790351
0,3,80,1,14.6085768790351
0,3,80,2,14.6085768790351
0,3,80,3,14.6085768790351
0,3,80,4,14.6085768790351
0,3,90,1,14.6085768790351
0,3,90,2,14.6085768790351
0,3,90,3,14.6085768790351
0,3,90,4,14.6085768790351
0,3,100,1,14.6085768790351
0,3,100,2,14.6085768790351
0,3,100,3,14.6085768790351
0,3,100,4,14.6085768790351
0.1,3,1,1,14.8459865801664
0.1,3,1,2,14.813177402906
0.1,3,1,3,14.6473055428386
0.1,3,1,4,14.6660779462933
0.1,3,10,1,14.8654564093416
0.1,3,10,2,14.8168260700958
0.1,3,10,3,14.4102984032234
0.1,3,10,4,14.405522587049
0.1,3,20,1,14.8958623099935
0.1,3,20,2,14.7084663985083
0.1,3,20,3,14.7512253275633
0.1,3,20,4,13.9298619407341
0.1,3,30,1,14.8962889876579
0.1,3,30,2,14.5711004883645
0.1,3,30,3,14.7415471858254
0.1,3,30,4,14.6226540437936
0.1,3,40,1,14.8964183856638
0.1,3,40,2,14.7514471801925
0.1,3,40,3,14.7574534778747
0.1,3,40,4,13.9298619407341
0.1,3,50,1,14.8934846822175
0.1,3,50,2,14.7514471801925
0.1,3,50,3,14.7240786252588
0.1,3,50,4,13.9298619407341
0.1,3,60,1,14.8962889876579
0.1,3,60,2,14.8159810742034
0.1,3,60,3,14.7415471858254
0.1,3,60,4,14.405522587049
0.1,3,70,1,14.8958623099935
0.1,3,70,2,14.6522163855002
0.1,3,70,3,14.7560146272817
0.1,3,70,4,14.540794782957
0.1,3,80,1,14.8862740702077
0.1,3,80,2,14.8159810742034
0.1,3,80,3,14.212992069569
0.1,3,80,4,14.6226540437936
0.1,3,90,1,14.8862740702077
0.1,3,90,2,14.8075364343635
0.1,3,90,3,14.7574534778747
0.1,3,90,4,13.9298619407341
0.1,3,100,1,14.8964183856638
0.1,3,100,2,14.6522163855002
0.1,3,100,3,14.4102984032234
0.1,3,100,4,14.6226540437936
0.2,3,1,1,15.2227747441108
0.2,3,1,2,14.8427572618655
0.2,3,1,3,14.9224198489954
0.2,3,1,4,14.4878487805401
0.2,3,10,1,15.1849217380824
0.2,3,10,2,15.0465591506497
0.2,3,10,3,14.8959988709046
0.2,3,10,4,14.1556717511248
0.2,3,20,1,15.0998865094899
0.2,3,20,2,14.9143868936953
0.2,3,20,3,15.0054697197952
0.2,3,20,4,14.9438833647693
0.2,3,30,1,15.1822269950528
0.2,3,30,2,14.7618063135985
0.2,3,30,3,14.7928413262993
0.2,3,30,4,14.8187527601956
0.2,3,40,1,15.2247548097758
0.2,3,40,2,15.1189606325781
0.2,3,40,3,14.0626986535546
0.2,3,40,4,14.7155293906215
0.2,3,50,1,15.1349213317927
0.2,3,50,2,14.7752567834551
0.2,3,50,3,14.89769281956
0.2,3,50,4,14.0230899687496
0.2,3,60,1,15.1861668407786
0.2,3,60,2,14.3656864241708
0.2,3,60,3,14.7746774216331
0.2,3,60,4,14.4372200633202
0.2,3,70,1,15.1613147928055
0.2,3,70,2,15.0348982354634
0.2,3,70,3,15.0630830344262
0.2,3,70,4,14.3627926984552
0.2,3,80,1,15.1682190661803
0.2,3,80,2,14.9733440312217
0.2,3,80,3,14.5874188517011
0.2,3,80,4,14.5652313393006
0.2,3,90,1,15.2117969779899
0.2,3,90,2,14.6260293350975
0.2,3,90,3,15.0165734402529
0.2,3,90,4,14.4531880023955
0.2,3,100,1,15.1648854072101
0.2,3,100,2,14.8615782901939
0.2,3,100,3,14.7933418434081
0.2,3,100,4,14.9690747948909
0.3,3,1,1,15.2490874569412
0.3,3,1,2,15.3524302680289
0.3,3,1,3,15.2140523519292
0.3,3,1,4,15.3187750224428
0.3,3,10,1,15.495707256827
0.3,3,10,2,14.9966866897422
0.3,3,10,3,14.8499065135214
0.3,3,10,4,14.8893207845531
0.3,3,20,1,15.4467376927396
0.3,3,20,2,15.3433285152038
0.3,3,20,3,15.2906033096108
0.3,3,20,4,13.6293524561811
0.3,3,30,1,15.4184298847931
0.3,3,30,2,15.0956256998216
0.3,3,30,3,14.9373350065611
0.3,3,30,4,14.5967516075188
0.3,3,40,1,15.4495514254859
0.3,3,40,2,14.9914283999257
0.3,3,40,3,15.1342579165836
0.3,3,40,4,13.7296575453892
0.3,3,50,1,15.5381866276225
0.3,3,50,2,14.0376867594302
0.3,3,50,3,14.9958393016793
0.3,3,50,4,12.8544768702258
0.3,3,60,1,15.4123095432382
0.3,3,60,2,15.344274657148
0.3,3,60,3,15.3538150800573
0.3,3,60,4,14.6609532322605
0.3,3,70,1,15.5067354027386
0.3,3,70,2,14.9004473691065
0.3,3,70,3,14.2747989080971
0.3,3,70,4,14.666256130679
0.3,3,80,1,15.4937732609273
0.3,3,80,2,14.8119125303553
0.3,3,80,3,13.3755762701427
0.3,3,80,4,14.7527995021456
0.3,3,90,1,15.4648239094842
0.3,3,90,2,15.1500419282579
0.3,3,90,3,15.1483788899516
0.3,3,90,4,14.2622889538282
0.3,3,100,1,15.4149935361658
0.3,3,100,2,15.2477203873891
0.3,3,100,3,14.2604249130207
0.3,3,100,4,14.5896983994616
0.4,3,1,1,15.7992093271689
0.4,3,1,2,15.5753735532656
0.4,3,1,3,15.2553091116622
0.4,3,1,4,12.2944133944606
0.4,3,10,1,15.6544960080796
0.4,3,10,2,14.7095185198696
0.4,3,10,3,14.636948527955
0.4,3,10,4,15.3755349247364
0.4,3,20,1,15.6730188961299
0.4,3,20,2,15.2819424873714
0.4,3,20,3,13.746003849501
0.4,3,20,4,13.4800802222508
0.4,3,30,1,15.7477015798074
0.4,3,30,2,14.6726942550841
0.4,3,30,3,14.4094385389041
0.4,3,30,4,15.4568995504412
0.4,3,40,1,15.80456951116
0.4,3,40,2,15.3632530126519
0.4,3,40,3,11.8137941289941
0.4,3,40,4,13.6294019143398
0.4,3,50,1,15.6122264354111
0.4,3,50,2,15.514523804001
0.4,3,50,3,14.8434780733695
0.4,3,50,4,15.0953168759145
0.4,3,60,1,15.7465464913331
0.4,3,60,2,14.9355849776838
0.4,3,60,3,15.0927597328775
0.4,3,60,4,15.7693981287285
0.4,3,70,1,15.8897107054333
0.4,3,70,2,15.2592262751824
0.4,3,70,3,14.0728848666158
0.4,3,70,4,15.7967969735123
0.4,3,80,1,15.718635572325
0.4,3,80,2,15.4495345521891
0.4,3,80,3,13.6311809023227
0.4,3,80,4,14.6565725339174
0.4,3,90,1,15.7683850291888
0.4,3,90,2,15.1547744852923
0.4,3,90,3,14.1159736545507
0.4,3,90,4,13.4733728746381
0.4,3,100,1,15.762454351084
0.4,3,100,2,14.354541977748
0.4,3,100,3,13.5497587243092
0.4,3,100,4,15.6924781243991
0.5,3,1,1,15.9680990223117
0.5,3,1,2,15.3859106400858
0.5,3,1,3,14.2570936993381
0.5,3,1,4,15.9237876661995
0.5,3,10,1,16.2409182653037
0.5,3,10,2,16.1532085502384
0.5,3,10,3,14.2229488647044
0.5,3,10,4,12.9615788250783
0.5,3,20,1,15.900555562752
0.5,3,20,2,15.5136626051492
0.5,3,20,3,14.3254295084371
0.5,3,20,4,14.9879722043086
0.5,3,30,1,15.8085537550626
0.5,3,30,2,15.8599524765034
0.5,3,30,3,15.5243702303836
0.5,3,30,4,13.0774429193207
0.5,3,40,1,16.010099011828
0.5,3,40,2,13.994551317075
0.5,3,40,3,15.249527933716
0.5,3,40,4,14.2754904637275
0.5,3,50,1,16.0562686563227
0.5,3,50,2,15.8545144827727
0.5,3,50,3,15.5852543407192
0.5,3,50,4,14.2070944090322
0.5,3,60,1,16.1413956737017
0.5,3,60,2,15.1517251221385
0.5,3,60,3,15.3791496606275
0.5,3,60,4,15.4378351490195
0.5,3,70,1,16.0253021791495
0.5,3,70,2,15.5034375788015
0.5,3,70,3,14.7890068280312
0.5,3,70,4,13.3102238871592
0.5,3,80,1,16.0007448180758
0.5,3,80,2,15.1545771707343
0.5,3,80,3,15.7332489078198
0.5,3,80,4,15.3226157163071
0.5,3,90,1,16.0703504068886
0.5,3,90,2,15.4358035647581
0.5,3,90,3,15.9150824864346
0.5,3,90,4,15.6737799417491
0.5,3,100,1,16.0711277108931
0.5,3,100,2,15.6841195051613
0.5,3,100,3,15.5561936047303
0.5,3,100,4,12.4894618329283
0.6,3,1,1,16.2110325284187
0.6,3,1,2,15.8393583612071
0.6,3,1,3,16.0196471816673
0.6,3,1,4,15.7079099038578
0.6,3,10,1,16.5533790360129
0.6,3,10,2,16.1764887715884
0.6,3,10,3,13.3561067737338
0.6,3,10,4,16.3103415875378
0.6,3,20,1,16.3982029906001
0.6,3,20,2,15.4519601287657
0.6,3,20,3,16.252628708905
0.6,3,20,4,13.3191341744873
0.6,3,30,1,16.5184344562658
0.6,3,30,2,14.8326017902379
0.6,3,30,3,15.9170271517512
0.6,3,30,4,15.0584802645411
0.6,3,40,1,16.4765147414285
0.6,3,40,2,14.758813647462
0.6,3,40,3,15.9757822126512
0.6,3,40,4,15.1466731547795
0.6,3,50,1,16.357159528247
0.6,3,50,2,16.0158448006982
0.6,3,50,3,15.3782612861388
0.6,3,50,4,14.2275730122064
0.6,3,60,1,16.2125243356015
0.6,3,60,2,15.3163038097044
0.6,3,60,3,15.2031578123069
0.6,3,60,4,15.0384885087214
0.6,3,70,1,16.4292077811272
0.6,3,70,2,15.4602635207655
0.6,3,70,3,15.4186105873263
0.6,3,70,4,15.1020424843169
0.6,3,80,1,16.6008164383496
0.6,3,80,2,15.5988399898087
0.6,3,80,3,15.8343897101194
0.6,3,80,4,15.313718429607
0.6,3,90,1,16.3346591386533
0.6,3,90,2,15.9394608693955
0.6,3,90,3,15.6928801538867
0.6,3,90,4,15.1750978407182
0.6,3,100,1,16.2533693809952
0.6,3,100,2,15.7113572662321
0.6,3,100,3,15.5389096343864
0.6,3,100,4,15.7874484031754
0.7,3,1,1,16.8116915846295
0.7,3,1,2,16.2640713369923
0.7,3,1,3,16.2287090164576
0.7,3,1,4,15.8538262162457
0.7,3,10,1,16.8296694346623
0.7,3,10,2,16.6219433349825
0.7,3,10,3,15.1550156891527
0.7,3,10,4,15.3938442916325
0.7,3,20,1,16.7388062249165
0.7,3,20,2,15.5608553178684
0.7,3,20,3,16.0025103531088
0.7,3,20,4,15.4163813091983
0.7,3,30,1,16.7896307183238
0.7,3,30,2,15.771394732679
0.7,3,30,3,15.9651843277511
0.7,3,30,4,13.8478190091761
0.7,3,40,1,16.2903124429171
0.7,3,40,2,16.6012913955894
0.7,3,40,3,16.0537350968908
0.7,3,40,4,14.6224468245076
0.7,3,50,1,16.6805264681452
0.7,3,50,2,16.3101720118782
0.7,3,50,3,16.039587388833
0.7,3,50,4,15.1772930584191
0.7,3,60,1,16.6386674991867
0.7,3,60,2,15.7244760940116
0.7,3,60,3,15.997561778627
0.7,3,60,4,16.0080464027361
0.7,3,70,1,16.9038744504161
0.7,3,70,2,16.0789323190407
0.7,3,70,3,15.3533665167238
0.7,3,70,4,14.9761136409947
0.7,3,80,1,16.4892966159957
0.7,3,80,2,15.8613135009803
0.7,3,80,3,15.9533014952445
0.7,3,80,4,15.5841956382063
0.7,3,90,1,16.5241588514262
0.7,3,90,2,16.4806598131762
0.7,3,90,3,14.8290406184582
0.7,3,90,4,16.1490185469311
0.7,3,100,1,16.8096880963282
0.7,3,100,2,16.4655267096264
0.7,3,100,3,14.5772726228036
0.7,3,100,4,14.2506188212293
0,4,1,1,14.6085768790351
0,4,1,2,14.6085768790351
0,4,1,3,14.6085768790351
0,4,1,4,14.6085768790351
0,4,10,1,14.6085768790351
0,4,10,2,14.6085768790351
0,4,10,3,14.6085768790351
0,4,10,4,14.6085768790351
0,4,20,1,14.6085768790351
0,4,20,2,14.6085768790351
0,4,20,3,14.6085768790351
0,4,20,4,14.6085768790351
0,4,30,1,14.6085768790351
0,4,30,2,14.6085768790351
0,4,30,3,14.6085768790351
0,4,30,4,14.6085768790351
0,4,40,1,14.6085768790351
0,4,40,2,14.6085768790351
0,4,40,3,14.6085768790351
0,4,40,4,14.6085768790351
0,4,50,1,14.6085768790351
0,4,50,2,14.6085768790351
0,4,50,3,14.6085768790351
0,4,50,4,14.6085768790351
0,4,60,1,14.6085768790351
0,4,60,2,14.6085768790351
0,4,60,3,14.6085768790351
0,4,60,4,14.6085768790351
0,4,70,1,14.6085768790351
0,4,70,2,14.6085768790351
0,4,70,3,14.6085768790351
0,4,70,4,14.6085768790351
0,4,80,1,14.6085768790351
0,4,80,2,14.6085768790351
0,4,80,3,14.6085768790351
0,4,80,4,14.6085768790351
0,4,90,1,14.6085768790351
0,4,90,2,14.6085768790351
0,4,90,3,14.6085768790351
0,4,90,4,14.6085768790351
0,4,100,1,14.6085768790351
0,4,100,2,14.6085768790351
0,4,100,3,14.6085768790351
0,4,100,4,14.6085768790351
0.1,4,1,1,14.9072705161632
0.1,4,1,2,14.7955326399977
0.1,4,1,3,14.8260937251139
0.1,4,1,4,14.5669955516885
0.1,4,10,1,14.8698447286044
0.1,4,10,2,14.723139311953
0.1,4,10,3,14.5945687580854
0.1,4,10,4,14.7718246065975
0.1,4,20,1,14.9072705161632
0.1,4,20,2,14.857976173479
0.1,4,20,3,14.7867360220225
0.1,4,20,4,14.6533984665388
0.1,4,30,1,14.8810775007147
0.1,4,30,2,14.8632690394092
0.1,4,30,3,14.8192803191264
0.1,4,30,4,14.6533984665388
0.1,4,40,1,14.9090987666016
0.1,4,40,2,14.8619988092325
0.1,4,40,3,14.5945687580854
0.1,4,40,4,14.6533984665388
0.1,4,50,1,14.9084570550639
0.1,4,50,2,14.7621102900603
0.1,4,50,3,14.496891078612
0.1,4,50,4,14.745132658472
0.1,4,60,1,14.8698447286044
0.1,4,60,2,14.8208442282627
0.1,4,60,3,14.7163911446592
0.1,4,60,4,14.7978540211569
0.1,4,70,1,14.8698447286044
0.1,4,70,2,14.8208442282627
0.1,4,70,3,14.8192803191264
0.1,4,70,4,14.7718246065975
0.1,4,80,1,14.9072705161632
0.1,4,80,2,14.7621102900603
0.1,4,80,3,14.496891078612
0.1,4,80,4,14.8007477637819
0.1,4,90,1,14.8911212239242
0.1,4,90,2,14.857976173479
0.1,4,90,3,14.496891078612
0.1,4,90,4,14.5669955516885
0.1,4,100,1,14.8978541759948
0.1,4,100,2,14.7621102900603
0.1,4,100,3,14.8260937251139
0.1,4,100,4,14.7978540211569
0.2,4,1,1,15.1650881194417
0.2,4,1,2,15.1949855854994
0.2,4,1,3,15.0292132922643
0.2,4,1,4,15.1222506087833
0.2,4,10,1,15.1975135982169
0.2,4,10,2,15.1153769893451
0.2,4,10,3,14.7078824164006
0.2,4,10,4,14.8035230709394
0.2,4,20,1,15.1425635916949
0.2,4,20,2,15.0148331646368
0.2,4,20,3,15.001257826671
0.2,4,20,4,14.2407357960883
0.2,4,30,1,15.1752432329881
0.2,4,30,2,15.109710340614
0.2,4,30,3,14.945866089693
0.2,4,30,4,14.142865028845
0.2,4,40,1,15.1738525760225
0.2,4,40,2,15.2123870513312
0.2,4,40,3,15.0616022315077
0.2,4,40,4,15.007305007098
0.2,4,50,1,15.1692159202804
0.2,4,50,2,14.8526233870123
0.2,4,50,3,15.0557340182453
0.2,4,50,4,13.7434525701581
0.2,4,60,1,15.2312423817718
0.2,4,60,2,15.1495726266473
0.2,4,60,3,14.8078276308964
0.2,4,60,4,14.7050004046367
0.2,4,70,1,15.240330971867
0.2,4,70,2,14.708219878258
0.2,4,70,3,14.9552792277281
0.2,4,70,4,15.0200598539533
0.2,4,80,1,15.2180544142794
0.2,4,80,2,14.962811755934
0.2,4,80,3,14.4653324321986
0.2,4,80,4,14.8990518305161
0.2,4,90,1,15.1777361616295
0.2,4,90,2,15.1102125173283
0.2,4,90,3,14.549553563074
0.2,4,90,4,14.9680002855014
0.2,4,100,1,15.2289603641888
0.2,4,100,2,15.0633848262274
0.2,4,100,3,14.983618814831
0.2,4,100,4,15.097336853012
0.3,4,1,1,15.4755001866045
0.3,4,1,2,15.4213118192317
0.3,4,1,3,14.6129033050973
0.3,4,1,4,14.310853001526
0.3,4,10,1,15.5427488457394
0.3,4,10,2,15.3002489445586
0.3,4,10,3,15.3942605716477
0.3,4,10,4,14.4884992099087
0.3,4,20,1,15.5401669989844
0.3,4,20,2,15.4640222671627
0.3,4,20,3,14.6810194308021
0.3,4,20,4,14.8451287705543
0.3,4,30,1,15.4770558770827
0.3,4,30,2,15.3546806914793
0.3,4,30,3,15.2708813026871
0.3,4,30,4,13.9941522293702
0.3,4,40,1,15.5463019345327
0.3,4,40,2,14.7972212549066
0.3,4,40,3,15.174548830192
0.3,4,40,4,14.8499399690458
0.3,4,50,1,15.5175964726316
0.3,4,50,2,15.4776621291695
0.3,4,50,3,14.8573477626279
0.3,4,50,4,14.4591212972
0.3,4,60,1,15.5499502906998
0.3,4,60,2,15.4561434084146
0.3,4,60,3,14.9753463816065
0.3,4,60,4,15.145256184446
0.3,4,70,1,15.5014175156327
0.3,4,70,2,15.138877393306
0.3,4,70,3,15.1314487863217
0.3,4,70,4,15.1886788866537
0.3,4,80,1,15.4567948860242
0.3,4,80,2,15.32909694708
0.3,4,80,3,14.8445433801678
0.3,4,80,4,15.1996973186392
0.3,4,90,1,15.5417476451084
0.3,4,90,2,14.878569232745
0.3,4,90,3,15.1135797736712
0.3,4,90,4,14.8339814367865
0.3,4,100,1,15.5129172809217
0.3,4,100,2,15.4043228740683
0.3,4,100,3,15.5154849930251
